COD_INT;MARCA;ARTICOLO;DIAM;PESO;FAMIGLIA;FORMATO;DESCRIZIONE;CLASSIFICAZIONE_CPR
407351;BDS;FROR  4G4,0U BO;12,5;294;FROR ;BOBINA;;
407353;BDS;FROR  4G6,0U BO;14,4;407;FROR ;BOBINA;;
376247;BDS;FROR  4X050  BO;5,3;47;FROR ;BOBINA;;
376248;BDS;FROR  4X050  MA;5,3;47;FROR ;MATASSA;;
376249;BDS;FROR  4X050U MA;5,3;47;FROR ;MATASSA;;
376250;BDS;FROR  4X075U MA;6,1;64;FROR ;MATASSA;;
425553;BDS;FROR  4X1,0U BO;6,7;79;FROR ;BOBINA;;
376251;BDS;FROR  4X1,0U MA;6,7;79;FROR ;MATASSA;;
403880;BDS;FROR  5G1,0U BO;7,4;97;FROR ;BOBINA;;
403886;BDS;FROR  5G1,0U MA;7,4;97;FROR ;MATASSA;;
403891;BDS;FROR  5G1,5U BO;8,9;141;FROR ;BOBINA;;
403895;BDS;FROR  5G1,5U MA;8,9;141;FROR ;MATASSA;;
403897;BDS;FROR  5G2,5U BO;12,1;260;FROR ;BOBINA;;
403901;BDS;FROR  5G2,5U MA;12,1;260;FROR ;MATASSA;;
376252;BDS;FROR  6X050  MA;6,4;69;FROR ;MATASSA;;
376253;BDS;FROR  6X075  MA;7,4;95;FROR ;MATASSA;;
403912;BDS;FROR  7G1,0U BO;8,1;122;FROR ;BOBINA;;
403913;BDS;FROR  7G1,0U MA;8,1;122;FROR ;MATASSA;;
403914;BDS;FROR  7G1,5U BO;9,8;180;FROR ;BOBINA;;
403915;BDS;FROR  7G1,5U MA;9,8;180;FROR ;MATASSA;;
407282;BDS;FROR  7G2,5U BO;13,3;329;FROR ;BOBINA;;
376254;BDS;FROR  8X050  MA;7,1;86;FROR ;MATASSA;;
376464;BDS;FROR  8X075  BO;8,2;119;FROR ;BOBINA;;
376457;BDS;FROR  8X075  MA;8,2;119;FROR ;MATASSA;;
403916;BDS;FROR 10G1,0U BO;10,9;205;FROR ;BOBINA;;
403917;BDS;FROR 10G1,5U BO;13,4;308;FROR ;BOBINA;;
376459;BDS;FROR 10X050  MA;8,5;119;FROR ;MATASSA;;
403918;BDS;FROR 12G1,0U BO;10,9;217;FROR ;BOBINA;;
403919;BDS;FROR 12G1,5U BO;13,5;326;FROR ;BOBINA;;
376255;BDS;FROR 12X050  MA;8,5;125;FROR ;MATASSA;;
376462;BDS;FROR 12X075  MA;10,0;178;FROR ;MATASSA;;
403920;BDS;FROR 16G1,0U BO;12,3;281;FROR ;BOBINA;;
403921;BDS;FROR 16G1,5U BO;15,0;417;FROR ;BOBINA;;
376256;BDS;FROR 16X050  MA;9,5;160;FROR ;MATASSA;;
376257;BDS;FROR 18X050  MA;10,1;180;FROR ;MATASSA;;
403922;BDS;FROR 19G1,0U BO;13,0;321;FROR ;BOBINA;;
403923;BDS;FROR 19G1,5U BO;15,9;478;FROR ;BOBINA;;
403924;BDS;FROR 25G1,0U BO;15,8;455;FROR ;BOBINA;;
403925;BDS;FROR 25G1,5U BO;19,4;682;FROR ;BOBINA;;
376224;BDS;FR2OH2R16  2X050 MA;5,1;37;FR2OH2R16 ;MATASSA;;
376225;BDS;FR2OH2R16  2X1     BO;6,3;57;FR2OH2R16 ;BOBINA;;
376226;BDS;FR2OH2R16  2X1     MA;6,3;57;FR2OH2R16 ;MATASSA;;
376227;BDS;FR2OH2R16  2X1,5  BO;7,5;77;FR2OH2R16 ;BOBINA;;
406469;BDS;FR2OH2R16  2X1,5  MA;7,5;77;FR2OH2R16 ;MATASSA;;
381588;BDS;FR2OH2R16  3X0,5 MA;5,4;44;FR2OH2R16 ;MATASSA;;
406472;BDS;FR2OH2R16  3X1    BO;6,7;71;FR2OH2R16 ;BOBINA;;
406473;BDS;FR2OH2R16  3X1    MA;6,7;71;FR2OH2R16 ;MATASSA;;
406474;BDS;FR2OH2R16  3X1,5   BO;8,0;100;FR2OH2R16 ;BOBINA;;
406475;BDS;FR2OH2R16  3X1,5   MA;8,0;100;FR2OH2R16 ;MATASSA;;
407114;BDS;FR2OH2R16  4G1,0 MA;7,3;87;FR2OH2R16 ;MATASSA;;
375668;BDS;FR2OH2R16  4G1,5 BO;8,7;123;FR2OH2R16 ;BOBINA;;
399759;BDS;FR2OH2R16  4G1,5 MA;8,7;123;FR2OH2R16 ;MATASSA;;
376228;BDS;FR2OH2R16  4G2,5   BO;10,4;183;FR2OH2R16 ;BOBINA;;
433487;BDS;FR2OH2R16  4G2,5   MA;10,4;183;FR2OH2R16 ;MATASSA;;
376229;BDS;FR2OH2R16  4G4      BO;13,2;186;FR2OH2R16 ;BOBINA;;
376230;BDS;FR2OH2R16  4G6 BO;15,0;396;FR2OH2R16 ;BOBINA;;
376231;BDS;FR2OH2R16  4X050  MA;5,9;55;FR2OH2R16 ;MATASSA;;
376441;BDS;FR2OH2R16  4X1 BO;7,3;87;FR2OH2R16 ;BOBINA;;
377142;BDS;FR2OH2R16  4X1 MA;7,3;87;FR2OH2R16 ;MATASSA;;
376443;BDS;FR2OH2R16  5G1,5 NUM BO;9,6;153;FR2OH2R16 ;BOBINA;;
433488;BDS;FR2OH2R16  5G1,5 NUM MA;9,6;153;FR2OH2R16 ;MATASSA;;
375667;BDS;FR2OH2R16  6X050 BO;7,0;80;FR2OH2R16 ;BOBINA;;
451569;BDS;FTG18OM16  2X  1,5 BO;12,7;221;FTG18OM16;BOBINA;;
451572;BDS;FTG18OM16  2X  2,5 BO;13,6;263;FTG18OM16;BOBINA;;
451580;BDS;FTG18OM16  2X  4,0 BO;14,8;327;FTG18OM16;BOBINA;;
451584;BDS;FTG18OM16  2X  6,0 BO;16,0;400;FTG18OM16;BOBINA;;
451586;BDS;FTG18OM16  3G  1,5 BO;13,1;243;FTG18OM16;BOBINA;;
432399;BDS;FTG18OM16  3G  2,5 BO;14,1;296;FTG18OM16;BOBINA;;
432396;BDS;FTG18OM16  3G  4,0 BO;15,4;376;FTG18OM16;BOBINA;;
432380;BDS;FTG18OM16  3G  6,0 BO;16,6;465;FTG18OM16;BOBINA;;
451591;BDS;FTG18OM16  4G  1,5 BO;14,5;301;FTG18OM16;BOBINA;;
446941;BDS;FTG18OM16  4G  2,5 BO;15,6;368;FTG18OM16;BOBINA;;
451593;BDS;FTG18OM16  5G  1,5 BO;15,8;360;FTG18OM16;BOBINA;;
379356;BDS;H1Z2Z2-K  4   NE;5,5;55;H1Z2Z2-K ;;;
379358;BDS;H1Z2Z2-K  4   RO;5,5;55;H1Z2Z2-K ;;;
379354;BDS;H1Z2Z2-K  6   NE;6,1;76;H1Z2Z2-K ;;;
379355;BDS;H1Z2Z2-K  6   RO;6,1;76;H1Z2Z2-K ;;;
419696;BDS;RSH10002 BOB  INC 2X1,0 PH120;7,8;80;RSH;BOBINA;;
419697;BDS;RSH10002 MAT INC 2X1,0 PH120;7,8;80;RSH;MATASSA;;
419698;BDS;RSH15002 BOB  INC 2X1,5 PH120;8,7;100;RSH;BOBINA;;
419699;BDS;RSH15002 MAT INC 2X1,5 PH120;8,7;100;RSH;MATASSA;;
419700;BDS;RSH25002 BOB  INC 2X2,5 PH120;10,0;145;RSH;BOBINA;;
419704;BDS;RSV10002 BOB  EVAC 2X1,0 PH120;7,5;90;RSV;BOBINA;;
419705;BDS;RSV10002 MAT EVAC 2X1,0 PH120;7,5;90;RSV;MATASSA;;
419706;BDS;RSV15002 BOB  EVAC 2X1,5 PH120;8,4;115;RSV;BOBINA;;
419707;BDS;RSV15002 MAT EVAC 2X1,5 PH120;8,4;115;RSV;MATASSA;;
419708;BDS;RSV25002 BOB  EVAC 2X2,5 PH120;9,6;160;RSV;BOBINA;;
450284;BEC;FG4OG4 3G1,5;8,0;105;FG4OG4 ;;;
450285;BEC;FG4OG4 3G2,5;9,7;165;FG4OG4 ;;;
417324;BEC;FROR  2X050 MA DIN;4,6;31;FROR ;MATASSA;;
417325;BEC;FROR  2X075 MA DIN;5,4;44;FROR ;MATASSA;;
449714;BEC;FROR  2X1,0 MA UN;6,0;54;FROR ;MATASSA;;
449715;BEC;FROR  2X1,5 MA UN;6,8;71;FROR ;MATASSA;;
417328;BEC;FROR  3G050 MA UN;4,8;38;FROR ;MATASSA;;
417329;BEC;FROR  3G075 MA UN;5,7;54;FROR ;MATASSA;;
417627;BEC;FROR  3G1,0 MA UN;6,3;65;FROR ;MATASSA;;
417630;BEC;FROR  3G1,5 BO UN;7,2;87;FROR ;BOBINA;;
417628;BEC;FROR  3G1,5 MA UN;7,2;87;FROR ;MATASSA;;
417631;BEC;FROR  3G2,5 MA UN;8,3;125;FROR ;MATASSA;;
417326;BEC;FROR  3X050 MA DIN;4,8;38;FROR ;MATASSA;;
417327;BEC;FROR  3X075 MA DIN;5,7;54;FROR ;MATASSA;;
417378;BEC;FROR  4G050 MA UN;5,3;46;FROR ;MATASSA;;
417379;BEC;FROR  4G075 MA UN;6,2;68;FROR ;MATASSA;;
417632;BEC;FROR  4G1,0U MA;6,9;79;FROR ;MATASSA;;
417634;BEC;FROR  4G1,5U BO;7,8;106;FROR ;BOBINA;;
417633;BEC;FROR  4G1,5U MA;7,8;106;FROR ;MATASSA;;
417635;BEC;FROR  4G2,5U MA;9,3;158;FROR ;MATASSA;;
417331;BEC;FROR  4X050 BO DIN;5,3;46;FROR ;BOBINA;;
417330;BEC;FROR  4X050 MA DIN;5,3;46;FROR ;MATASSA;;
417377;BEC;FROR  4X075 MA DIN;6,2;68;FROR ;MATASSA;;
417636;BEC;FROR  5G1,5U BO;8,8;130;FROR ;BOBINA;;
417637;BEC;FROR  5G1,5U MA;8,8;130;FROR ;MATASSA;;
417638;BEC;FROR  5G2,5U MA;10,3;193;FROR ;MATASSA;;
417380;BEC;FROR  6X050 MA DIN;6,4;66;FROR ;MATASSA;;
417381;BEC;FROR  6X075 MA DIN;7,5;96;FROR ;MATASSA;;
417383;BEC;FROR  8X050 BO DIN;7,2;89;FROR ;BOBINA;;
417382;BEC;FROR  8X050 MA DIN;7,2;89;FROR ;MATASSA;;
417385;BEC;FROR  8X075 MA DIN;8,2;118;FROR ;MATASSA;;
417386;BEC;FROR 10X050 MA DIN;8,0;106;FROR ;MATASSA;;
417387;BEC;FROR 12X050 BO DIN;8,4;125;FROR ;BOBINA;;
417388;BEC;FROR 12X050 MA DIN;8,4;125;FROR ;MATASSA;;
417390;BEC;FROR 16X050 MA DIN;9,5;161;FROR ;MATASSA;;
417391;BEC;FROR 18X050 MA DIN;10,0;175;FROR ;MATASSA;;
417311;BEC;FR2OHH2R 2X050MA DIN;5,2;35;FR2OHH2R;MATASSA;;
417312;BEC;FR2OHH2R 2X1,0MA DIN;6,2;52;FR2OHH2R;MATASSA;;
424557;BEC;FR2OHH2R 3G1,0BO UN;6,5;67;FR2OHH2R;BOBINA;;
428475;BEC;FR2OHH2R 3G1,0MA UN;6,5;67;FR2OHH2R;MATASSA;;
417313;BEC;FR2OHH2R 3X050MA DIN;5,4;42;FR2OHH2R;MATASSA;;
417314;BEC;FR2OHH2R 3X1,0MA DIN;6,5;67;FR2OHH2R;MATASSA;;
417320;BEC;FR2OHH2R 4G1,5BO UN;8,4;122;FR2OHH2R;BOBINA;;
417321;BEC;FR2OHH2R 4G2,5BO UN;9,9;180;FR2OHH2R;BOBINA;;
417624;BEC;FR2OHH2R 4G4,0BO UN;12,0;280;FR2OHH2R;BOBINA;;
417315;BEC;FR2OHH2R 4X050MA DIN;5,9;51;FR2OHH2R;MATASSA;;
417317;BEC;FR2OHH2R 4X1,0MA DIN;7,2;80;FR2OHH2R;MATASSA;;
